,0
HP:0000118 | Phenotypic abnormality,1
"HP:0410391 | Increased proportion of CD4-positive, alpha-beta memory T cells",3
HP:0025620 | Abnormal proportion of CD4+ central memory cells,1
"HP:0410381 | Abnormal proportion of central memory CD4-positive, alpha-beta T cells",1
"HP:0410386 | Decreased proportion of CD4-positive, alpha-beta memory T cells",1
"HP:0410385 | Decreased proportion of CD8-positive, alpha-beta memory T cells",1
HP:0041072 | Chronic decreased circulating IgG3,1
HP:0041071 | Transient decreased circulating IgG3,1
HP:0041068 | Chronic decreased circulating IgG1,1
HP:0041067 | Transient decreased circulating IgG1,1
HP:0041058 | Chronic decreased circulating IgG4,1
HP:0041057 | Transient decreased circulating IgG4,1
HP:0041062 | Transient decreased circulating IgG2,1
HP:0041063 | Chronic decreased cirulating IgG2,1
HP:0032294 | Monoclonal elevation of IgG kappa chain,1
HP:0032295 | Monoclonal elevation of IgG lambda chain,1
HP:0032433 | Decreased HDL3c concentration,1
HP:0032432 | Increased HDL3c concentration,1
HP:0032420 | Increased HDL2a concentration,1
HP:0032421 | Decreased HDL2a concentration,1
HP:0032431 | Decreased HDL3b concentration,1
HP:0032430 | Increased HDL3b concentration,1
HP:0032423 | Decreased HDL2b concentration,1
HP:0032424 | Increased HDL2b concentration,1
HP:0032429 | Decreased HDL3a concentration,1
HP:0032428 | Increased HDL3a concentration,1
HP:0033506 | Increased esterified to free carnitine ratio,1
HP:0033507 | Decreased esterified to free carnitine ratio,1
HP:0033440 | Elevated circulating octenoylcarnitine concentration,1
HP:0033443 | Elevated circulating propionylcarnitine concentration,1
HP:0033464 | Elevated circulating 3-hydroxypalmitoleylcarnitine concentration,1
HP:0033444 | Elevated circulating dodecanoylcarnitine concentration,1
HP:0033446 | Elevated circulating butyrylcarnitine concentration,1
HP:0031544 | Elevated circulating palmitoleylcarnitine concentration,1
HP:0033461 | Elevated circulating 3-hydroxylinoleylcarnitine concentration,1
HP:0033442 | Elevated circulating glutarylcarnitine concentration,1
HP:0033462 | Elevated circulating oleylcarnitine concentration,1
HP:0033465 | Elevated circulating tetradecanoylcarnitine concentration,1
HP:0033447 | Elevated circulating isovalerylcarnitine concentration,1
HP:0033441 | Elevated circulating hexanoylcarnitine concentration,1
HP:0033484 | Elevated circulating linoleylcarnitine concentration,1
HP:0033439 | Elevated circulating decenoylcarnitine concentration,1
HP:0008288 | Nonketotic hyperglycinemia,1
HP:0011983 | Brown pigment gallstones,1
HP:0011982 | Black pigment gallstones,1
HP:0030675 | Contracture of proximal interphalangeal joints of 2nd-5th fingers,1
HP:0030300 | 10 pairs of ribs,1
HP:0000878 | 11 pairs of ribs,1
HP:0006657 | Hypoplasia of first ribs,1
HP:0006668 | Twelfth rib hypoplasia,1
HP:0006584 | Small abnormally formed scapulae,1
HP:0006631 | Hypoplastic distal segments of scapulae,1
HP:0006608 | Midclavicular hypoplasia,1
HP:0008424 | Hypoplastic 5th lumbar vertebrae,1
HP:0008447 | Hypoplastic coccygeal vertebrae,1
HP:0008475 | Hypoplastic sacral vertebrae,2
HP:0008463 | Central vertebral hypoplasia,1
HP:0008451 | Posterior vertebral hypoplasia,1
HP:0031176 | Absent thoracic vertebra,1
HP:0031175 | Absent cervical vertebra,1
HP:0008453 | Congenital kyphoscoliosis,1
HP:0004626 | Lumbar scoliosis,1
HP:0025481 | Cervical hemivertebrae,1
HP:0008467 | Thoracic hemivertebrae,1
HP:0008439 | Lumbar hemivertebrae,1
HP:0030306 | 11 thoracic vertebrae,1
HP:0012792 | Absent ossification of thoracic vertebral bodies,1
HP:0100856 | Poorly ossified vertebrae,1
HP:0005885 | Absent ossification of cervical vertebral bodies,1
HP:0004606 | Unossified vertebral bodies,1
HP:0004605 | Absent vertebral body mineralization,1
HP:0008473 | Narrow anterio-posterior vertebral body diameter,1
HP:0004629 | Small cervical vertebral bodies,1
HP:0004562 | Beaking of vertebral bodies T12-L3,1
HP:0004607 | Anterior beaking of lower thoracic vertebrae,1
HP:0008430 | Anterior beaking of lumbar vertebrae,1
HP:0004630 | Anterior beaking of thoracic vertebrae,1
HP:0008421 | Tall lumbar vertebral bodies,1
HP:0004581 | Increased anterior vertebral height,1
HP:0004603 | Hyperconvex vertebral body endplates,1
HP:0004576 | Sclerotic vertebral endplates,1
HP:0003301 | Irregular vertebral endplates,1
HP:0009761 | Anterior clefting of vertebral bodies,1
HP:0003417 | Coronal cleft vertebrae,1
HP:0003316 | Butterfly vertebrae,1
HP:0008464 | Absent spinous processes of lower thoracic and lumbar vertebrae,1
HP:0003321 | Biconcave flattened vertebrae,2
HP:0005121 | Posterior scalloping of vertebral bodies,1
HP:0004580 | Anterior scalloping of vertebral bodies,1
HP:0008425 | Cuboid-shaped thoracolumbar vertebral bodies,1
HP:0008488 | Anterior rounding of vertebral bodies,1
HP:0003309 | Ovoid thoracolumbar vertebrae,1
HP:0030871 | Facet joint arthrosis,1
HP:0008482 | Asymmetry of spinal facet joints,1
HP:0011940 | Anterior wedging of T12,1
HP:0011941 | Anterior wedging of L2,1
HP:0004573 | Anterior wedging of T11,1
HP:0008432 | Anterior wedging of L1,1
HP:0008444 | Posterior wedging of vertebral bodies,1
HP:0005787 | Lumbar platyspondyly,1
HP:0005752 | Flattened moderately deformed vertebrae,1
HP:0004592 | Thoracic platyspondyly,1
HP:0008418 | Squared-off platyspondyly,1
HP:0004565 | Severe platyspondyly,1
HP:0004617 | Butterfly vertebral arch,1
HP:0012679 | Widened interpedicular distance,1
HP:0008450 | Narrow vertebral interpedicular distance,1
HP:0004616 | Cleft vertebral arch,1
HP:0030277 | Abnormal vertebral pedicle morphology,1
HP:0012307 | Spatulate ribs,1
HP:0000910 | Wide-cupped costochondral junctions,1
HP:0000920 | Enlargement of the costochondral junction,1
HP:0006623 | Costochondral joint sclerosis,1
HP:0006606 | Irregular chondrocostal junctions,1
HP:0000913 | Posterior rib fusion,1
HP:0030282 | Posterior rib gap,1
HP:0006589 | Flaring of lower rib cage,1
"HP:0006603 | Flared, irregular rib ends",1
HP:0000907 | Anterior rib cupping,1
HP:0000922 | Posterior rib cupping,1
HP:0008823 | Hypoplastic inferior pubic rami,1
HP:0008830 | Hypoplastic pubic rami,1
HP:0008822 | Hypoplastic ischiopubic rami,2
HP:0002869 | Flared iliac wing,1
HP:0008794 | Dysplastic iliac wing,1
HP:0008818 | Large iliac wing,1
HP:0002868 | Narrow iliac wing,1
HP:0008808 | High iliac wing,1
HP:0033701 | Cortical sclerosis of the iliac wing,1
HP:0002866 | Hypoplastic iliac wing,2
HP:0003277 | Constricted iliac wing,1
HP:0008786 | Iliac crest serration,1
HP:0009780 | Iliac horns,1
HP:0008821 | Hypoplastic inferior ilia,1
HP:0008824 | Hypoplastic iliac body,1
HP:0100866 | Short iliac bones,1
HP:0040161 | Localized osteoporosis,1
HP:0040160 | Generalized osteoporosis,1
HP:0004281 | Irregular sclerosis of hand bones,1
HP:0500031 | Sclerosis of the carpal bones,1
"HP:0002705 | High, narrow palate",2
HP:0031046 | Absent soft palate,1
HP:0000220 | Velopharyngeal insufficiency,1
HP:0000172 | Abnormal uvula morphology,1
HP:0000185 | Cleft soft palate,2
HP:0100789 | Torus palatinus,1
HP:0010290 | Short hard palate,1
HP:0000219 | Thin upper lip vermilion,2
HP:0010282 | Thin lower lip vermilion,2
HP:0032454 | Labial melanotic macule,1
HP:0025118 | Lip discoloration,1
HP:0000204 | Cleft upper lip,2
HP:0000288 | Abnormality of the philtrum,1
HP:0000188 | Short upper lip,1
HP:0011339 | Abnormality of upper lip vermillion,1
HP:0011341 | Long upper lip,1
HP:0040295 | Duplication of the upper lip,1
HP:0031487 | Capillary malformation of the lip,1
HP:0031488 | Arteriovenous malformation of the lip,1
HP:0031489 | Venous malformation of the lip,1
HP:0000179 | Thick lower lip vermilion,2
HP:0010281 | Cleft lower lip,2
HP:0002055 | Curved linear dimple below the lower lip,1
HP:0000232 | Everted lower lip vermilion,2
HP:0030318 | Angular cheilitis,1
HP:0010803 | Everted upper lip vermilion,2
HP:0000215 | Thick upper lip vermilion,2
HP:0000216 | Broad secondary alveolar ridge,1
HP:0009100 | Thick anterior alveolar ridges,1
HP:0000198 | Absence of Stensen duct,1
HP:0011850 | Parotitis,1
HP:0011801 | Enlargement of parotid gland,1
HP:0009740 | Aplasia of the parotid gland,1
HP:0009099 | Median cleft palate,1
HP:0410031 | Submucous cleft of soft and hard palate,1
HP:0410005 | Cleft hard palate,1
HP:0100338 | Non-midline cleft palate,1
HP:0200096 | Triangular-shaped open mouth,2
HP:0000346 | Whistling appearance,1
HP:0010299 | Abnormal dentin morphology,1
HP:0000670 | Carious teeth,1
HP:0006479 | Abnormal dental pulp morphology,1
HP:0000685 | Hypoplasia of teeth,1
HP:0011073 | Abnormality of dental color,1
HP:0011080 | Abnormal premolar morphology,2
HP:0011051 | Agenesis of premolar,2
HP:0011054 | Agenesis of molar,2
HP:0011070 | Abnormal molar morphology,2
HP:0006357 | Premature loss of permanent teeth,1
HP:0006323 | Premature loss of primary teeth,2
HP:0012738 | Agenesis of canine,2
HP:0011064 | Abnormal number of incisors,2
HP:0011063 | Abnormal incisor morphology,2
HP:0011062 | Misalignment of incisors,2
HP:0006347 | Microdontia of primary teeth,2
HP:0006344 | Abnormality of primary molar morphology,2
HP:0006335 | Persistence of primary teeth,2
HP:0006313 | Widely spaced primary teeth,2
HP:0006334 | Hypoplasia of the primary teeth,2
HP:0000680 | Delayed eruption of primary teeth,2
HP:0006316 | Irregularly spaced teeth,1
HP:0033792 | Cross bite,1
HP:0000689 | Dental malocclusion,1
HP:0000678 | Dental crowding,1
HP:0011094 | Increased overbite,1
HP:0011095 | Overjet,1
HP:0010807 | Open bite,1
HP:0000687 | Widely spaced teeth,1
HP:0000699 | Diastema,1
HP:0410027 | Alveolar bone loss around teeth,1
HP:0011089 | Double tooth,1
HP:0000698 | Conical tooth,1
HP:0000691 | Microdontia,1
HP:0001572 | Macrodontia,1
HP:0033779 | Barrel-shaped tooth,1
HP:0033791 | Tooth ankylosis,1
HP:0034415 | Tooth avulsion,1
HP:0033780 | Bulbous tooth,1
HP:0006486 | Abnormal dental root morphology,1
HP:0011044 | Abnormal number of permanent teeth,1
HP:0011069 | Supernumerary tooth,1
HP:0009804 | Tooth agenesis,1
HP:0006288 | Advanced eruption of teeth,1
HP:0000684 | Delayed eruption of teeth,1
HP:0000706 | Eruption failure,1
HP:0002745 | Oral leukoplakia,1
HP:0025126 | Oral hairy leukoplakia,1
HP:0033026 | White oral mucosal macule,1
HP:0010284 | Intra-oral hyperpigmentation,1
HP:0012788 | Reticulate pigmentation of oral mucosa,1
HP:0032451 | Oral melanotic macule,1
HP:0032452 | Oral melanoacanthoma,1
HP:0000230 | Gingivitis,1
HP:0012292 | Fusion of gums,1
HP:0030816 | Gingival recession,1
HP:0000212 | Gingival overgrowth,1
HP:0030690 | Gingival cleft,1
HP:0000182 | Movement abnormality of the tongue,1
HP:0025252 | Geographic tongue,1
HP:0010297 | Bifid tongue,1
HP:0010808 | Protruding tongue,1
HP:0012473 | Tongue atrophy,1
HP:0000180 | Lobulated tongue,1
HP:0000199 | Tongue nodules,1
HP:0010295 | Aplasia/Hypoplasia of the tongue,1
HP:0000206 | Glossitis,1
HP:0010298 | Smooth tongue,1
HP:0031042 | Strawberry tongue,1
HP:0040294 | Duplicated tongue,1
HP:0000221 | Furrowed tongue,1
HP:0031373 | Stiff tongue,1
HP:0009087 | Posteriorly placed tongue,1
HP:0000162 | Glossoptosis,1
HP:0500039 | Conjunctival cicatrization,1
HP:0025350 | Giant conjunctival papillae,1
HP:0031737 | Cicatricial entropion,1
HP:0025607 | Upper eyelid entropion,1
HP:0031738 | Mechanical entropion,1
HP:0031736 | Involutional entropion,1
HP:0200005 | Abnormal shape of the palpebral fissure,1
HP:0200007 | Abnormal size of the palpebral fissures,1
HP:0200006 | Slanting of the palpebral fissure,1
HP:0007651 | Ectropion of lower eyelids,1
HP:0025608 | Cicatricial ectropion,1
HP:0007655 | Eversion of lateral third of lower eyelids,1
HP:0500069 | Paralytic ectropion,1
HP:0030003 | Paralytic lagophthalmos,1
HP:0030002 | Nocturnal lagophthalmos,1
HP:0030004 | Cicatricial lagophthalmos,1
HP:0030802 | Lower eyelid retraction,1
HP:0500044 | Upper eyelid retraction,1
HP:0030822 | Hooded upper eyelid,1
HP:0030821 | Hooded lower eyelid,1
HP:0000537 | Epicanthus inversus,1
HP:0031771 | Epicanthus tarsalis,1
HP:0031770 | Epicanthus palpebralis,1
HP:0025611 | Epicanthus superciliaris,1
HP:0430009 | Hypoplasia of eyelid,1
HP:0011224 | Ablepharon,1
HP:0001126 | Cryptophthalmos,1
HP:0000625 | Eyelid coloboma,1
HP:0040150 | Epiblepharon of upper lid,1
HP:0040151 | Epiblepharon of lower lid,1
HP:0007900 | Hypoplastic lacrimal duct,1
HP:0000579 | Nasolacrimal duct obstruction,1
HP:0000564 | Lacrimal duct atresia,1
HP:0007993 | Malformed lacrimal duct,1
HP:0007925 | Lacrimal duct aplasia,1
HP:0500047 | Nasolacrimal sac lymphoma,1
HP:0500037 | Nasolacrimal sac epithelial papillary carcinoma,1
HP:0500034 | Nasolacrimal sac obstruction,1
HP:0008038 | Aplastic/hypoplastic lacrimal glands,1
HP:0007734 | Enlarged lacrimal glands,1
HP:0007820 | Lacrimal punctal atresia,1
HP:0010748 | Ectopic lacrimal punctum,1
HP:0007892 | Hypoplasia of the lacrimal punctum,1
HP:0032514 | Duplicated lacrimal punctum,1
HP:0001092 | Absent lacrimal punctum,1
HP:0025572 | Punctal stenosis,1
HP:0030826 | Eyelid fasciculation,1
HP:0031786 | Cogan lid twitch,1
HP:0025605 | Lid lag on downgaze,1
HP:0032033 | Vertical eyelid laxity,1
HP:0032029 | Floppy eyelid,1
HP:0032030 | Lateral canthal tendon laxity,1
HP:0032035 | Lower eyelid laxity,1
HP:0032034 | Upper eyelid laxity,1
HP:0032031 | Medial canthal tendon laxity,1
HP:0032032 | Horizontal eyelid laxity,1
HP:0030628 | Foveal subretinal hyporeflective spaces on macular OCT,1
HP:0030626 | Foveal intraretinal hyporeflective spaces on macular OCT,1
HP:0030618 | Increased OCT-measured foveal thickness,1
HP:0030619 | Reduced OCT-measured foveal thickness,1
HP:0007791 | Patchy atrophy of the retinal pigment epithelium,1
HP:0012643 | Foveal hypopigmentation,1
HP:0008001 | Foveal hyperpigmentation,1
HP:0500054 | Retinopathy of prematurity stage 4a,1
HP:0500055 | Retinopathy of prematurity stage 4b,1
HP:0500057 | Retinopathy of prematurity stage 5a,1
HP:0500058 | Retinopathy of prematurity stage 5b,1
HP:0031976 | Increased vertical cup-to-disc ratio - 0.8,1
HP:0031978 | Increased vertical cup-to-disc ratio - 1.0,1
HP:0031974 | Increased vertical cup-to-disc ratio - 0.6,1
HP:0031975 | Increased vertical cup-to-disc ratio - 0.7,1
HP:0031977 | Increased vertical cup-to-disc ratio - 0.9,1
HP:0500087 | Peripapillary atrophy,1
HP:0500086 | Optic nerve gray crescent,1
HP:0032935 | Posterior crocodile shagreen of the cornea,1
HP:0010698 | Nuclear pulverulent cataract,2
HP:0007780 | Cortical pulverulent cataract,1
HP:0007948 | Dense posterior cortical cataract,1
HP:0031720 | Simulated distance exotropia,1
HP:0031719 | True distance exotropia,1
HP:0032010 | Basic constant exotropia,1
HP:0032009 | Infantile constant exotropia,1
HP:0031764 | Fully accomodative esotropia,1
HP:0031765 | Partially accomodative esotropia,1
HP:0031766 | Convergence excess esotropia,1
HP:0031759 | Basic constant esotropia,1
HP:0031761 | Infantile constant esotropia,1
HP:0031722 | Near esotropia,1
HP:0031762 | Distance esotropia,1
HP:0031763 | Cyclic esotropia,1
HP:0030483 | Reduced amplitude of dark-adapted bright flash electroretinogram a-wave,1
HP:0030484 | Supernormal dark-adapted bright flash electroretinogram b-wave,1
HP:0007984 | Electronegative electroretinogram,1
HP:0030596 | Abnormal Humphrey SITA 30-2 perimetry test,1
HP:0030598 | Abnormal Humphrey SITA 10-2 perimetry test,1
HP:0030599 | Abnormal Estermann grid perimetry test,1
HP:0030597 | Abnormal Humphrey SITA 24-2 perimetry test,1
HP:0032835 | Neonatal seizure with bilateral symmetric automatism,1
HP:0032834 | Neonatal seizure with unilateral automatism,1
HP:0032830 | Neonatal seizure with bilateral asymmetric automatism,1
HP:0032818 | Neonatal focal clonic seizure,1
HP:0032820 | Neonatal multifocal clonic seizure,1
HP:0032819 | Neonatal bilateral clonic seizure,1
HP:0032838 | Neonatal unilateral epileptic spasm,1
HP:0032841 | Neonatal bilateral asymmetric epileptic spasm,1
HP:0032840 | Neonatal bilateral symmetric epileptic spasm,1
HP:0032817 | Neonatal focal myoclonic seizure,1
HP:0032816 | Neonatal multifocal myoclonic seizure,1
HP:0032836 | Neonatal bilateral symmetric myoclonic seizure,1
HP:0032832 | Neonatal bilateral asymmetric myoclonic seizure,1
HP:0032828 | Neonatal bilateral symmetric tonic seizure,1
HP:0032824 | Neonatal focal tonic seizure,1
HP:0032831 | Neonatal bilateral asymmetric tonic seizure,1
HP:0011199 | EEG with generalized sharp slow waves,1
HP:0012000 | EEG with generalized spikes,1
HP:0010850 | EEG with spike-wave complexes,1
HP:0002521 | Hypsarrhythmia,1
HP:0012001 | EEG with generalized polyspikes,1
HP:0011200 | EEG with generalized polymorphic epileptiform discharges,1
HP:0010851 | EEG with burst suppression,1
HP:0033721 | EEG with centrotemporal epileptiform discharges,1
HP:0011215 | Hemihypsarrhythmia,1
HP:0033717 | EEG with temporal epileptiform discharges,1
HP:0011195 | EEG with focal sharp slow waves,1
HP:0033720 | EEG with occipital epileptiform discharges,1
HP:0011197 | EEG with focal spike waves,1
HP:0010841 | Multifocal epileptiform discharges,1
HP:0011186 | Focal epileptiform discharges with limited propagation to contralateral hemisphere,1
HP:0011188 | Focal EEG discharges with secondary generalization,1
HP:0011192 | Polymorphic focal epileptiform discharges,1
HP:0033716 | EEG with frontal epileptiform discharges,1
HP:0033718 | EEG with central epileptiform discharges,1
HP:0011196 | EEG with focal sharp waves,1
HP:0011187 | Focal EEG discharges with propagation to ipsilateral hemisphere,1
HP:0033719 | EEG with parietal epileptiform discharges,1
