Id;Phenotype;Def
HP:0033709;Increased sputum production;An increase in the amount of airway mucus. This feature may be characterized by frequent or excessive throat clearing (exhalation through tightly constricted laryngopharyngeal tissues accompanied by vibration of the palatoglossal arch and the vocal folds serving to clear mucus from the airway). [PMID:16983448, PMID:21121836]
HP:0033710;Rest dyspnea;A perception of shortness of breath that occurs independently of exertion. []
HP:0033712;Repeated implantation failure;Repeated implantation failure refers to a situation in which embryos of good quality fail to implant following several in vitro fertilization (IVF) treatment cycles. [PMID:22976427, PMID:25473625]
HP:0033713;Anti-signal recognition particle antibody positivity;The presence of autoantibodies (immunoglobulins) in the serum that react against anti-signal recognition particle. [PMID:29582188, PMID:30639649, PMID:33093664]
HP:0033714;Multiple meningiomas;The occurrence of multiple distinct meningiomas in the same individual. [ORCID:0000-0002-1735-8178, PMID:15635074]
HP:0033715;Hippocampal sclerosis;Hippocampal sclerosis is a neuropathologic finding characterized by neuronal loss and gliosis in the CA-1 and subiculum of the hippocampus. [ORCID:0000-0002-1735-8178, PMID:12117357, PMID:24762203, PMID:26060898]
HP:0033722;Autonomic epileptic aura;An autonomic epileptic aura is a purely subjective manifestation of an epileptic seizure pertaining to autonomic nervous system function. Autonomic auras include cardiorespiratory (e.g., palpitations and shortness of breath), gastrointestinal, genitourinary (genital sensations, urinary urge), and cutaneous (feeling of warmth or cold) sensations. Abdominal auras constitute the most common type of autonomic aura. These include sensations of nausea, pain, or indescribable discomfort in the abdominal or periumbilical area that can be static, rise to the chest and throat, or descend into the lower abdominal region. [ORCID:0000-0002-1735-8178, PMID:20926350]
HP:0033724;Cerebral venous sinus thrombosis;An intracranial thrombosis of the venous sinuses. These typically present with headache, seizures or venous stroke secondary to raised cerebral venous pressure. Cerebral venous sinus thromboses usually affect larger areas of brain parenchyma than those affected by cerebral vein thromboses. [ORCID:0000-0002-1735-8178, PMID:29923367]
HP:0033727;Diffuse lupus nephritis;A subclass of lupus nephritis with active or inactive diffuse, segmental or global endocapillary or extracapillary glomerulonephritis involving at least 50% of all glomeruli, typically with diffuse subendothelial immune deposits, with or without mesangial alterations. [ORCID:0000-0002-2234-4248, PMID:31974366]
HP:0033728;Mesangial proliferative lupus nephritis;A subclass of lupus nephritis with purely mesangial hypercellularity of any degree or mesangial matrix expansion by lightmicroscopy, with mesangial immune deposits. A few isolated subepithelial or subendothelial deposits may be visible by immunoflourescence or electron microscopy, but not by light microscopy. [ORCID:0000-0002-2234-4248, PMID:31974366]
HP:0033729;Minimal mesangial lupus nephritis;A subclass of lupus nephritis with normal glomeruli by light microscopy, but mesangial immune deposits by immunofluorescence. [ORCID:0000-0002-2234-4248, PMID:31974366]
HP:0033730;Membranous lupus nephritis;A lupus nephritis subclass with global or segmental subepithelial immune deposits or their morphological sequelae by light microscopy and by immunofluorescence or electron microscopy, with or without mesangial alterations. May occur in combination with class III or IV, in which case both classes are diagnosed. May show advanced sclerosis [PMID:31974366]
HP:0033731;Focal lupus nephritis;A subclass of lupus nephritis with active or inactive focal, segmental or global endocapillary or extracapillary glomerulonephritis involving less than 50% of all glomeruli, typically with focal subendothelial immune deposits, with or without mesangial alterations [ORCID:0000-0002-2234-4248, PMID:31974366]
HP:0033732;Advanced sclerotic lupus nephritis;A subclass of lupus nephritis with at least 90% of glomeruli globally sclerosed without residual activity. [ORCID:0000-0002-2234-4248, PMID:31974366]
HP:0033735;Grade I vesicoureteral reflux;Vesicoureteral reflux into the ureter only. [ORCID:0000-0002-2234-4248, PMID:18322164]
HP:0033736;Grade II vesicoureteral reflux;Vesicoureteral reflux into a non-dilated pyelocalyceal system. [ORCID:0000-0002-2234-4248, PMID:18322164, PMID:3975102]
HP:0033737;Grade III vesicoureteral reflux;Vesicoureteral reflux with dilatation of the collecting system. [ORCID:0000-0002-2234-4248, PMID:18322164, PMID:3975102]
HP:0033738;Primary vesicoureteral reflux;Vesicoureteral reflux due to abnormalities in ureterovesical junction, e.g. ectopic insertion of the ureter or short intravesical tunnel at the ureterovesical junction. [ORCID:0000-0002-2234-4248, PMID:18322164, PMID:19668250]
HP:0033739;Secondary vesicoureteral reflux;Vesicoureteral reflux induced by increased bladder pressures in patients with voiding dysfunction e.g. in case of congenital posterior urethral valves or neurogenic bladder dysfunction. [ORCID:0000-0002-2234-4248, PMID:18322164, PMID:19668250]
HP:0033740;Grade V vesicoureteral reflux;Vesicoureteral reflux with massive dilation of the collecting system and severe tortuosity of the ureter. [ORCID:0000-0002-2234-4248, PMID:18322164, PMID:3975102]
HP:0033741;Grade IV vesicoureteral reflux;Vesicoureteral reflux with more-extensive dilation with blunting of the calyces and tortuosity of the ureter. [ORCID:0000-0002-2234-4248, PMID:18322164, PMID:3975102]
HP:0033742;Intrarenal reflux;Severe vesicoureteral reflux reaching the kidney parenchyma. [ORCID:0000-0002-2234-4248, PMID:18322164, PMID:33738272]
HP:0033743;Macular agenesis;A congenital defect characterized by lack of development of the macula. []
HP:0033744;Global cerebellar dysplasia;
HP:0033745;Dysplasia of the superior cerebellar vermis;
HP:0033746;Intrascapular pain;An unpleasant sensation characterized by physical discomfort (such as pricking, throbbing, or aching) localized to the area between the shoulder blades. []
HP:0033748;Hypoesthesia;Decreased ability to perceive touch. []
HP:0033750;Reduced functional residual capacity;An abnormal reduction in the volume remaining in the lungs after a normal, passive exhalation. [PMID:29763183]
HP:0033751;Elevated functional residual capacity;An abnormal increase in the volume remaining in the lungs after a normal, passive exhalation. [PMID:29763183]
HP:0033753;Reduced residual volume;Abnormal decrease in the amount of air remaining in a person's lungs after full exhalation. []
HP:0033755;Increased left ventricular end-diastolic volume;Abnormally high volume of blood in the left ventricle at the end of diastole (just before systole). []
HP:0033756;Decreased left ventricular end-diastolic volume;Abnormally low volume of blood in the left ventricle at the end of diastole (just before systole). []
HP:0033757;Pancreatic steatosis;Fat infiltration in the pancreas. [PMID:32490903]
HP:0033758;Labial abscess;A circumscribed area of pus or necrotic debris in the labia. [PMID:7598776]
HP:0033759;Impaired renal tubular reabsorption of magnesium;Decreased renal tubular reabsorption of magnesium. [ORCID:0000-0002-2234-4248, PMID:25287933]
HP:0033760;Decreased maximal oxygen uptake;Maximum oxygen uptake (VO2max) is defined as the highest rate of oxygen uptake and utilization by the body during intense, maximal exercise, whereby further increases in work rate do not bring on additional rises in VO2 (i.e. plateau). VO2Max is typically measured with a treadmill anad ergometer and the participant exercises with increasing levels of intensity. VO2Max is the point at which oxygen uptake no longer increases despite an increase in workload. [PMID:29506981]
HP:0033761;Xanthogranulomatous pyelonephritis;Xanthogranulomatous pyelonephritis is a granulomatous inflammatory infiltrate composed of neutrophils, lymphocytes, plasma cells, xanthomatous histiocytes, and multinucleated giant cells. [ORCID:0000-0002-2234-4248, PMID:21526966]
HP:0033762;Middle cerebral artery stroke;Acute onset neurological deficits such as weakness, dizziness, numbness, issues with speech, or visual changes related to sudden impairment of blood flow to a part of the brain due to occlusion or rupture of the middle cerebral artery to the brain. [PMID:32310592]
HP:0033766;Polymelia;Polymelia is a congenital anomaly, which is defined as the presence of accessory limbs attached to various body regions and could be classified as cephalomelia (extra-limb attached to the head), notomelia (extra-limb attached to the back bone), thoracomelia (extra-limb attached to the thorax), and pyromelia (extra-limb attached to the pelvis). [PMID:23814690]
