phenotypeId	phenotypeName	numberPapers
HP:0010445	Primum atrial septal defect	221
HP:0031295	Left atrial enlargement	886
HP:0005156	Hypoplastic left atrium	193
HP:0011539	Atrial situs ambiguous	22
HP:0011538	Atrial situs inversus	224
HP:0031134	Cor triatrium sinister	1
HP:0031298	Coronary sinus enlargement	334
HP:0030718	Right atrial enlargement	944
HP:0010883	Aortic valve atresia	609
HP:0005176	Dysplastic aortic valve	63
HP:0006691	Pulmonic valve myxoma	111
HP:0005164	Dysplastic pulmonary valve	96
HP:0005148	Pulmonary valve defects	863
HP:0010882	Pulmonary valve atresia	798
HP:0011605	Congenitally corrected transposition of the great arteries with ventricular septal defect	166
HP:0011658	Double outlet right ventricle with subpulmonary ventricular septal defect without pulmonary stenosis	846
HP:0011651	Double outlet right ventricle with doubly committed ventricular septal defect and pulmonary stenosis	5
HP:0011995	Atrial septal dilatation	729
HP:0011579	Unbalanced atrioventricular canal defect	119
HP:0001674	Complete atrioventricular canal defect	374
HP:0011577	Partial atrioventricular canal defect	80
HP:0030745	Dilatation of the ductus arteriosus	392
HP:0034324	Brachiocephalic artery aneurysm	537
HP:0031625	Pseudoaneurysm	913
HP:0005310	Large vessel vasculitis	926
HP:0011944	Small vessel vasculitis	962
HP:0002642	Arteriovenous fistulas of celiac and mesenteric vessels	6
HP:0012721	Venous malformation	862
HP:0005313	Arterial fibromuscular dysplasia	745
HP:0011353	Arterial intimal fibrosis	412
HP:0030713	Vein of Galen aneurysmal malformation	434
HP:0004931	Arteriosclerosis of small cerebral arteries	162
HP:0004938	Tortuous cerebral arteries	199
HP:0002504	Calcification of the small brain vessels	116
HP:0011834	Moyamoya phenomenon	117
HP:0007201	Cerebral artery atherosclerosis	952
HP:0002401	Stroke-like episode	853
HP:0002326	Transient ischemic attack	683
HP:0005136	Mitral annular calcification	800
HP:0001717	Coronary artery calcification	803
HP:0004940	Generalized arterial calcification	954
HP:0031665	Midsystolic murmur	17
HP:0034313	Hyperdynamic left ventricular ejection fraction	90
HP:0033755	Increased left ventricular end-diastolic volume	1000
HP:0030848	Elevated jugular venous pressure	288
HP:0032555	Bounding pulse	996
HP:0032553	Weak pulse	995
HP:0010446	Tricuspid stenosis	776
HP:0005180	Tricuspid regurgitation	679
HP:0001653	Mitral regurgitation	626
HP:0031656	Systolic anterior motion of the mitral valve	664
HP:0034348	Subpulmonary stenosis	196
HP:0034350	Valvular pulmonary stenosis	756
HP:0001664	Torsade de pointes	785
HP:0005155	Ventricular escape rhythm	153
HP:0034306	Ventricular bigeminy	236
HP:0001663	Ventricular fibrillation	627
HP:0031862	Increased heart rate variability	973
HP:0031861	Decreased heart rate variability	989
HP:0006699	Premature atrial contractions	799
HP:0025478	Atrial standstill	113
HP:0001688	Sinus bradycardia	878
HP:0011704	Sick sinus syndrome	735
HP:0012723	Sinoatrial block	410
HP:0031628	Aborted sudden cardiac death	671
HP:0033567	Right axis deviation	662
HP:0012266	T-wave alternans	754
HP:0034303	Notched T wave	303
HP:0012248	Prolonged PR interval	972
HP:0005165	Shortened PR interval	288
HP:0033122	Absent P wave	405
HP:0034308	Prolonged P wave	997
HP:0012232	Shortened QT interval	846
HP:0006677	Prolonged QRS complex	581
HP:0012250	ST segment depression	959
HP:0012251	ST segment elevation	918
HP:0025072	Prominent U wave	711
HP:0100735	Hypertensive crisis	913
HP:0000875	Episodic hypertension	978
HP:0005307	Postural hypotension with compensatory tachycardia	17
HP:0004926	Orthostatic hypotension due to autonomic dysfunction	807
HP:0005312	Pulmonary aterial intimal fibrosis	1
HP:0004960	Absent pulmonary artery	627
HP:0004971	Pulmonary artery hypoplasia	649
HP:0004935	Pulmonary artery atresia	667
HP:0004961	Pulmonary artery sling	274
HP:0004964	Pulmonary arterial medial hypertrophy	413
HP:0005308	Pulmonary artery vasoconstriction	949
HP:0033186	Misalignment of the pulmonary veins	122
HP:0005304	Hypoplastic pulmonary veins	140
HP:0006518	Pulmonary venous occlusion	887
HP:0410135	Cold urticaria	731
HP:0011971	Dermatographic urticaria	30
HP:0000434	Nasal mucosa telangiectasia	82
HP:0006107	Fingerpad telangiectases	0
HP:0012522	Spider hemangioma	31
HP:0007621	Telangiectasia of extensor surfaces	6
HP:0007457	Prominent veins on trunk	40
HP:0100761	Visceral angiomatosis	69
HP:0007486	Cavernous hemangioma of the face	74
HP:0004664	Facial midline hemangioma	30
HP:0033111	3-hydroxyisovaleric aciduria	26
HP:0003159	Hyperoxaluria	783
HP:0003639	Elevated urinary epinephrine	180
HP:0003345	Elevated urinary norepinephrine	399
HP:0011979	Elevated urinary dopamine	169
HP:0012070	Chondroitin sulfate excretion in urine	49
HP:0012069	Keratan sulfate excretion in urine	14
HP:0002159	Heparan sulfate excretion in urine	68
HP:0008301	Dermatan sulfate excretion in urine	39
HP:0410346	Increased urinary galactosylated oligosaccharide	8
HP:0012061	Urinary excretion of sialylated oligosaccharides	5
HP:0012066	Increased urinary disaccharide excretion	150
HP:0012595	Mild proteinuria	996
HP:0012597	Heavy proteinuria	824
HP:0003126	Low-molecular-weight proteinuria	434
HP:0012593	Nephrotic range proteinuria	959
HP:0012594	Moderate albuminuria	758
HP:0410309	Alpha-aminoadipic aciduria	7
HP:0031946	Elevated urinary N,N-dimethylglycine level	0
HP:0500253	Increased level of gamma-aminobutyric acid in urine	46
HP:0032397	Citrullinuria	448
HP:0003153	Cystathioninuria	16
HP:0003532	Ornithinuria	1
HP:0003080	Hydroxyprolinuria	3
HP:0025630	Argininosuccinic aciduria	134
HP:0003166	Increased urinary taurine	354
HP:0032272	Elevated urinary N-acetylaspartic acid level	1
HP:0410132	Increased level of L-pyroglutamic acid in urine	15
HP:0010897	Hypersarcosinuria	0
HP:0008353	Neutral hyperaminoaciduria	201
HP:0032350	Sulfocysteinuria	97
HP:0020078	Alaninuria	4
HP:0008339	Diaminoaciduria	0
HP:0003137	Prolinuria	4
HP:0002927	Histidinuria	0
HP:0003161	4-Hydroxyphenylpyruvic aciduria	0
HP:0003607	4-hydroxyphenylacetic aciduria	0
HP:0012237	Urocanic aciduria	2
HP:0025631	Alpha-aminobutyric aciduria	0
HP:0033596	Elevated urinary 3-methylcrotonylglycine level	4
HP:0011978	Elevated urinary vanillylmandelic acid	52
HP:0032638	Elevated urine mevalonic acid level	9
HP:0011977	Elevated urinary homovanillic acid	19
HP:0012127	Uraciluria	8
HP:0033984	Increased urinary 8-oxo-7,8-dihydroguanosine level	47
HP:0012348	Decreased galactosylation of N-linked protein glycosylation	30
HP:0410362	Decreased O-mannosyl glycans on alpha-dystroglycan	2
HP:0008326	Reduced circulating vitamin B6 level	306
HP:0200118	Malabsorption of Vitamin B12	890
HP:0008281	Acute hyperammonemia	818
HP:0008162	Asymptomatic hyperammonemia	120
HP:0034277	Elevated circulating deoxyuridine concentration	6
HP:0034276	Elevated circulating thymidine concentration	9
HP:0033139	Elevated circulating uracil concentration	10
HP:0008285	Transient hypophosphatemia	116
HP:0008732	Renal hypophosphatemia	948
HP:0004912	Hypophosphatemic rickets	896
HP:0040178	Increased level of platelet-activating factor	833
HP:0031028	Lactescent serum	9
HP:0030781	Increased circulating free fatty acid level	971
HP:0040299	Decreased circulating free fatty acid level	566
HP:0032575	Decreased circulating 12-HETE	3
HP:0034298	Elevated circulating hexacosanoic acid concentration	0
HP:0034297	Elevated circulating tetracosanoic acid concentration	0
HP:0032232	Increased circulating creatine kinase MB isoform	38
HP:0031800	Elevated circulating apolipoprotein A-II concentration	0
HP:0031798	Elevated circulating apolipoprotein B concentration	69
HP:0033983	Decreased circulating apolipoprotein C-II concentration	4
HP:0034075	Decreased circulating apolipoprotein B concentration	80
HP:0031799	Decreased circulating apolipoprotein AI concentration	55
HP:0005413	Increased alpha-globulin	997
HP:0004639	Elevated amniotic fluid alpha-fetoprotein	39
HP:0005984	Elevated maternal serum alpha-fetoprotein	167
HP:0410179	Decreased glucose-6-phosphate dehydrogenase level in blood	427
HP:0031945	Elevated circulating N,N-dimethylglycine concentration	0
HP:0034321	Elevated circulating guanidinoacetic acid concentration	1
HP:0032273	Increased circulating N-Acetylaspartic acid concentration	20
HP:0003286	Cystathioninemia	3
HP:0033155	Elevated circulating L-alloisoleucine concentration	0
HP:0033418	Elevated circulating 2-hydroxybutyric acid concentration	2
HP:0040147	L-2-hydroxyglutaric acidemia	65
HP:0040146	D-2-hydroxyglutaric acidemia	65
HP:0004913	Intermittent lactic acidemia	9
HP:0004900	Severe lactic acidosis	928
HP:0004925	Chronic lactic acidosis	596
HP:0004902	Congenital lactic acidosis	253
HP:0004897	Stress/infection-induced lactic acidosis	1
HP:0004901	Exercise-induced lactic acidemia	0
HP:0005967	Mixed respiratory and metabolic acidosis	194
HP:0005976	Hyperkalemic metabolic acidosis	94
HP:0001996	Chronic metabolic acidosis	921
HP:0004911	Episodic metabolic acidosis	968
HP:0004918	Hyperchloremic metabolic acidosis	506
HP:0011997	Postprandial hyperlactemia	0
HP:0004909	Hypokalemic hypochloremic metabolic alkalosis	57
HP:0004924	Abnormal oral glucose tolerance	994
HP:0012051	Reactive hypoglycemia	728
HP:0003162	Fasting hypoglycemia	882
HP:0001958	Nonketotic hypoglycemia	97
HP:0001985	Hypoketotic hypoglycemia	219
HP:0001998	Neonatal hypoglycemia	842
HP:0012734	Ketotic hypoglycemia	150
HP:0011998	Postprandial hyperglycemia	913
HP:0032324	Non-periodic recurrent fever	0
HP:0004906	Hypernatremic dehydration	145
HP:0003550	Predominantly lower limb lymphedema	26
HP:0011505	Cystoid macular edema	868
HP:0010310	Chylothorax	791
HP:0012050	Anasarca	691
HP:0010638	Elevated alkaline phosphatase of hepatic origin	28
HP:0010639	Elevated alkaline phosphatase of bone origin	37
HP:0030253	Defective T cell proliferation	1000
HP:0031382	Decreased lymphocyte proliferation in response to anti-CD3	166
HP:0040014	Increased mitochondrial number	1000
HP:0040013	Decreased mitochondrial number	1000
HP:0033686	Mitochondrial hypertrophy	973
HP:0030774	Mitochondrial swelling	972
HP:0008315	Decreased plasma free carnitine	235
HP:0011936	Decreased plasma total carnitine	247
HP:0005357	Defective B cell differentiation	993
HP:0005419	Decreased T cell activation	999
HP:0002965	Cutaneous anergy	54
HP:0002972	Reduced delayed hypersensitivity	993
HP:0033278	Reduced CD95-induced lymphocyte apoptosis	17
HP:0030232	Increased sarcoplasmic glycogen	91
HP:0030231	Glycogen accumulation in muscle fiber lysosomes	42
HP:0003495	GM2-ganglioside accumulation	220
HP:0004771	Premature graying of body hair	18
HP:0001022	Albinism	805
HP:0004527	Large clumps of pigment irregularly distributed along hair shaft	0
HP:0002221	Absent axillary hair	33
HP:0002215	Sparse axillary hair	21
HP:0002225	Sparse pubic hair	31
HP:0002555	Absent pubic hair	51
HP:0007933	Broad lateral eyebrow	17
HP:0034003	Broad medial eyebrow	13
HP:0002223	Absent eyebrow	83
HP:0045074	Thin eyebrow	112
HP:0040149	Woolly scalp hair	42
HP:0004779	Brittle scalp hair	35
HP:0004524	Temporal hypotrichosis	132
HP:0007534	Congenital posterior occipital alopecia	1
HP:0002292	Frontal balding	697
HP:0002234	Early balding	969
HP:0032497	Reduced terminal:vellus ratio	3
HP:0009743	Distichiasis	152
HP:0040053	Long lower eyelashes	28
HP:0007776	Sparse lower eyelashes	8
HP:0007740	Long eyelashes in irregular rows	0
HP:0009554	Preauricular hair displacement	1
HP:0004768	Sparse anterior scalp hair	10
HP:0002230	Generalized hirsutism	540
HP:0004528	Generalized hypotrichosis	863
HP:0007464	Sparse facial hair	258
HP:0002296	Progressive hypotrichosis	883
HP:0002231	Sparse body hair	118
HP:0011913	Lumbar hypertrichosis	24
HP:0004554	Generalized hypertrichosis	238
HP:0011914	Thoracic hypertrichosis	17
HP:0004532	Sacral hypertrichosis	7
HP:0004540	Congenital, generalized hypertrichosis	81
HP:0002289	Alopecia universalis	334
HP:0002287	Progressive alopecia	950
HP:0040042	Aplasia of the eccrine sweat glands	41
HP:0012553	Hypoplastic thumbnail	0
HP:0008398	Hypoplastic fifth fingernail	22
HP:0008400	Onycholysis of distal fingernails	48
HP:0001812	Hyperconvex fingernails	8
HP:0020117	Hypoplastic dermoepidermal hemidesmosomes	1
HP:0001065	Striae distensae	326
HP:0001027	Soft, doughy skin	5
HP:0007522	Increased number of skin folds	73
HP:0001033	Facial flushing after alcohol intake	79
HP:0001050	Plethora	932
HP:0001038	Warfarin-induced skin necrosis	79
HP:0005328	Progeroid facial appearance	50
HP:0008509	Aged leonine appearance	7
HP:0007585	Skin fragility with non-scarring blistering	0
HP:0007537	Severe photosensitivity	954
HP:0007607	Hypohidrotic ectodermal dysplasia	506
HP:0007529	Hidrotic ectodermal dysplasia	719
HP:0007476	Anhidrotic ectodermal dysplasia	717
HP:0007436	Hair-nail ectodermal dysplasia	19
HP:0005600	Congenital giant melanocytic nevus	363
HP:0007481	Hyperpigmented nevi	154
HP:0005603	Numerous congenital melanocytic nevi	51
HP:0000997	Axillary freckling	158
HP:0030052	Inguinal freckling	80
HP:0005602	Progressive vitiligo	736
HP:0007384	Aberrant melanosome maturation	10
HP:0005592	Giant melanosomes in melanocytes	20
HP:0001008	Accumulation of melanosomes in melanocytes	169
HP:0007438	Mottled pigmentation of the trunk and proximal extremities	2
HP:0007505	Progressive hyperpigmentation	760
HP:0033190	Hypertrichotic hyperpigmented patch	10
HP:0007443	Partial albinism	314
HP:0007544	Piebaldism	306
HP:0025105	Nevus anemicus	40
HP:0025107	Cutis marmorata telangiectatica congenita	138
HP:0000963	Thin skin	990
HP:0007411	Hypoplastic-absent sebaceous glands	0
HP:0007398	Asymmetric, linear skin defects	10
HP:0007515	Hypoplastic pilosebaceous units	0
HP:0007510	Focal dermal aplasia/hypoplasia	0
HP:0030351	Urticarial plaque	312
HP:0025474	Erythematous plaque	705
HP:0031293	Digital pitting scar	12
HP:0025027	Osteoma cutis	125
HP:0200016	Acrokeratosis	74
HP:0025452	Pyoderma gangrenosum	541
HP:0001026	Penetrating foot ulcers	94
HP:0001062	Atypical nevus	811
HP:0025510	Nevus spilus	85
HP:0100814	Blue nevus	708
HP:0001074	Atypical nevi in non-sun exposed areas	1
HP:0001024	Skin dimple over apex of long bone angulation	0
HP:0000960	Sacral dimple	97
HP:0010782	Shoulder dimple	16
HP:0032538	Pretibial dimple	2
HP:0025248	Eruptive vellus hair cyst	42
HP:0025247	Dermoid cyst	701
HP:0005590	Spotty hypopigmentation	7
HP:0007526	Hypopigmented skin patches on arms	29
HP:0001039	Atheroeruptive xanthoma	602
HP:0001114	Xanthelasma	566
HP:0001013	Eruptive xanthomas	121
HP:0031290	Tuberous xanthoma	53
HP:0025475	Erythematous macule	367
HP:0000384	Preauricular skin tag	24
HP:0025509	Piezogenic pedal papules	15
HP:0025507	Yellow papule	228
HP:0025473	Hyperpigmented papule	190
HP:0031289	White papule	465
HP:0012500	Verrucous papule	206
HP:0030350	Erythematous papule	857
HP:0007432	Intermittent generalized erythematous papular rash	1
HP:0045059	Hyperkeratotic papule	343
HP:0025512	Skin-colored papule	290
HP:0007455	Adermatoglyphia	21
HP:0033807	Absent keratohyalin granules	12
HP:0025526	Psoriasiform lesion	502
HP:0025524	Palmoplantar scaling skin	117
HP:0040190	White scaling skin	771
HP:0025525	Scaling skin on fingertip	101
HP:0000956	Acanthosis nigricans	750
HP:0200044	Porokeratosis	425
HP:0040162	Orthokeratosis	127
HP:0025114	Hypergranulosis	168
HP:0031464	Genital blistering	193
HP:0200097	Oral mucosal blisters	357
HP:0031045	Acral blistering	96
HP:0012221	Pretibial blistering	15
HP:0007381	Congenital exfoliative erythroderma	44
HP:0033605	Pustular rash	315
HP:0025300	Malar rash	421
HP:0007417	Discoid lupus rash	191
HP:0011127	Perioral eczema	31
HP:0000976	Eczematoid dermatitis	680
HP:0033188	Cystic acne	159
HP:0040137	Comedonal acne	455
HP:0040154	Acne inversa	618
HP:0031236	Predominantly dermal neutrophilic infiltrate	44
HP:0020083	Furuncle	695
HP:0032185	Disseminated molluscum contagiosum	44
HP:0032515	Deep dermatophytosis	109
HP:0031248	Palmar pruritus	53
HP:0550004	Verruca plana	61
HP:0032215	Disseminated cutaneous warts	23
HP:0006851	Symmetric spinal nerve root neurofibromas	11
HP:0025149	Atrophic muscularis propria	454
HP:0010448	Colonic atresia	111
HP:0004785	Malrotation of colon	202
HP:0002253	Colonic diverticula	712
HP:0004789	Lactose intolerance	846
HP:0031369	Colon perforation	786
HP:0030889	Congenital shortened small intestine	8
HP:0002243	Protein-losing enteropathy	801
HP:0004794	Malrotation of small bowel	440
HP:0012850	Small intestinal dysmotility	512
HP:0033309	Ileoileal intussusception	234
HP:0005211	Midgut malrotation	480
HP:0033279	Enterocutaneous fistula	669
HP:0005235	Jejunal atresia	821
HP:0025023	Rectal atresia	940
HP:0002247	Duodenal atresia	472
HP:0002592	Gastric ulcer	897
HP:0002043	Esophageal stricture	837
HP:0002021	Pyloric stenosis	763
HP:0004399	Congenital pyloric atresia	67
HP:0005212	Anal mucosal leukoplakia	3
HP:0011131	Perianal dermatitis	198
HP:0012390	Anal fissure	732
HP:0002025	Anal stenosis	904
HP:0002023	Anal atresia	834
HP:0025024	Megarectum	780
HP:0002571	Achalasia	672
HP:0410204	Increased intestinal transit time	999
HP:0030897	Decreased intestinal transit time	742
HP:0040276	Adenocarcinoma of the colon	816
HP:0003003	Colon cancer	809
HP:0005227	Adenomatous colonic polyposis	917
HP:0006763	Anal canal squamous carcinoma	755
HP:0200063	Colorectal polyposis	883
HP:0100896	Rectal polyposis	676
HP:0032222	Serrated intestinal polyps	845
HP:0006771	Duodenal adenocarcinoma	840
HP:0006583	Fatal liver failure in infancy	40
HP:0100626	Chronic hepatic failure	847
HP:0002587	Projectile vomiting	152
HP:0002572	Episodic vomiting	990
HP:0011471	Gastrostomy tube feeding in infancy	20
HP:0030884	Gastrojejunal tube feeding in infancy	2
HP:0002033	Poor suck	79
HP:0011470	Nasogastric tube feeding in infancy	13
HP:0011469	Nasal regurgitation	350
HP:0040288	Nasogastric tube feeding	957
HP:0006575	Intrahepatic cholestasis with episodic jaundice	48
HP:0012334	Extrahepatic cholestasis	831
HP:0200122	Atypical or prolonged hepatitis	976
HP:0200119	Acute hepatitis	904
HP:0032220	Interface hepatitis	953
HP:0004787	Fulminant hepatitis	907
HP:0200084	Giant cell hepatitis	237
HP:0001413	Micronodular cirrhosis	122
HP:0006577	Macronodular cirrhosis	57
