phenotype1	phenotype2	lin
Renal cortical atrophy	Bladder polyp	0.18556743231831635
Polyuria	Calcification of the small brain vessels	5.2634344611296555e-05
Steppage gait	Punctate keratitis	5.669413198812551e-05
Inguinal hernia	Female infertility	7.517259680840473e-05
Square face	Macular hyperpigmented dermopathy	4.6048912897620735e-05
Radioulnar dislocation	Complete or near-complete absence of specific antibody response to unconjugated pneumococcus vaccine	4.513091349926087e-05
Lateral displacement of the femoral head	Hyperacusis	4.5130913499260864e-05
Peripheral pulmonary vessel aplasia	Spinal meningioma	7.98654433909015e-05
Alacrima	Hyperproteinemia	0.0001185272603556364
Decreased activity of NADPH oxidase	Epileptic encephalopathy	5.991447064212362e-05
Hyperkinetic movements	Spondylometaphyseal dysplasia	5.8741474876630374e-05
Syringomyelia	Calcinosis	5.4861080886907756e-05
Reduced dihydropyrimidine dehydrogenase level	Elevated circulating luteinizing hormone level	5.1121044803246014e-05
Polycystic kidney dysplasia	Decreased fumarate hydratase activity	5.018735786356822e-05
Hypoplasia of olfactory tract	Echogenic fetal bowel	4.325406564155514e-05
Aortic valve stenosis	Electronegative electroretinogram	5.752616730173219e-05
Long philtrum	Acute megakaryocytic leukemia	5.846917057817124e-05
Axial muscle weakness	Negativism	4.577027209409902e-05
Dacryocystitis	Abdominal aortic calcification	4.384100649655963e-05
Poikiloderma	Severe demyelination of the white matter	4.771461865001634e-05
Thick corpus callosum	Unconjugated hyperbilirubinemia	5.510074585337536e-05
Enlargement of the ankles	Recurrent streptococcus pneumoniae infections	4.433252921306609e-05
Scarring alopecia of scalp	Moderate sensorineural hearing impairment	4.475678658742209e-05
Poor appetite	Plantar warts	4.754448578692532e-05
Cerebral vasculitis	Decreased cranial base ossification	4.2520165072717376e-05
Atlantoaxial instability	Oligoarthritis	0.10912828165354484
Repetitive compulsive behavior	Lower cranial nerve dysfunction	0.17058717498850032
Intervertebral disk calcification	C2-C3 subluxation	0.21535918394430292
Iridocyclitis	Common carotid artery aneurysm	4.2520165072717376e-05
Prolonged bleeding after surgery	Absent pulmonary artery	4.63062709617351e-05
Loss of speech	Elevated circulating aspartate aminotransferase concentration	6.318464562011378e-05
Iritis	Vaginal mucosal ulceration	4.325406564155514e-05
Trophic limb changes	Basal ganglia cysts	0.06782272539171563
Acanthosis nigricans	Hypoplasia of facial musculature	4.991645038542758e-05
Short nasal septum	Ileal ulcer	4.1527089114850486e-05
Cubitus valgus	Progressive gait ataxia	5.71459570956391e-05
Prominent nasal tip	Decreased level of plasminogen	4.717802693158188e-05
Anhidrosis	Polyhydramnios	7.58288005687229e-05
Temporal hypotrichosis	Elevated carcinoma antigen 125 level	7.98654433909015e-05
Severe demyelination of the white matter	Reticular retinal dystrophy	3.993272169545075e-05
Erysipelas	Facial paralysis	5.08325315417379e-05
Severe periodontitis	Female infertility	5.216739542997225e-05
Increased carrying angle	Duodenitis	4.5466147121112386e-05
Abnormality of primary molar morphology	Junctional ectopic tachycardia	3.993272169545075e-05
Fatal liver failure in infancy	Clinodactyly of the thumb	3.993272169545075e-05
Telecanthus	Talocalcaneal synostosis	5.479930114364341e-05
Pleural lymphangiectasia	Aplasia of the olfactory bulb	4.433252921306609e-05
Multiple digital exostoses	Premature atrial contractions	4.433252921306609e-05
Bell-shaped thorax	Abducens palsy	5.964246548385454e-05
Papillary thyroid carcinoma	Decreased circulating cortisol level	0.33598421722826216
Fragile nails	Esophageal varix	5.9488657926071497e-05
Congenital hypothyroidism	Congenital giant melanocytic nevus	4.771461865001634e-05
Impaired lymphocyte transformation with phytohemagglutinin	Parathyroid carcinoma	4.952414116553883e-05
Microglossia	Conical incisor	0.21582716986280084
Urinary urgency	Exophoria	5.035839919835104e-05
Congenital hepatic fibrosis	Lymphocytic infiltration of the colorectal mucosa	0.14489670269951138
Selective tooth agenesis	Pulmonary artery vasoconstriction	4.9312355433677e-05
Mitral annular calcification	Retinal dysplasia	4.697961363490384e-05
Absent hand	Unilateral vocal cord paralysis	3.993272169545075e-05
Pseudopapilledema	Reduced glutathione synthetase level	4.513091349926087e-05
Dupuytren contracture	Carotid artery dilatation	4.5466147121112386e-05
Sclerotic vertebral endplates	Acute infectious pneumonia	9.435605386316377e-05
High, narrow palate	Hypoplasia of the fallopian tube	5.7106423138018275e-05
Glyoxalase deficiency	Elevated fecal sodium	0.14231902903222202
Lip telangiectasia	Labial melanotic macule	0.25676583780202034
Episodic abdominal pain	Monocular strabismus	4.433252921306609e-05
Reduced vital capacity	Cubitus valgus	6.0468274299186776e-05
Coronary artery dissection	Foot pain	4.325406564155514e-05
Broad nail	Prolonged neonatal jaundice	0.17856987011783515
Brainstem dysplasia	Hypoplasia of the capital femoral epiphysis	5.164509580017892e-05
Cervical ribs	Pyropoikilocytosis	4.8726132196001617e-05
Increased spinal bone density	Synostosis of carpal bones	0.20263421928944877
Clitoral hypoplasia	Livedo reticularis	5.018735786356822e-05
Decreased distal sensory nerve action potential	Aortic rupture	4.63062709617351e-05
Aortic valve stenosis	Congenital adrenal hyperplasia	5.527319809339079e-05
Epicanthus inversus	Testicular fibrosis	0.00011286086210161102
Premature loss of permanent teeth	Sleep paralysis	4.384100649655963e-05
Unilateral ptosis	Squamous cell carcinoma of the vulva	0.00010875500214216927
6 metacarpals	Generalized lymphadenopathy	4.676934355271362e-05
Absent ossification of calvaria	Abnormal circulating aldosterone	4.1527089114850486e-05
Subperiosteal bone resorption	Granulocytic hypoplasia	4.1527089114850486e-05
Progressive spastic quadriplegia	Hyponatremia	5.4169703201459426e-05
Visual hallucinations	Cerebellar vermis atrophy	0.0881221571771205
Difficulty standing	Hypoplasia of the semicircular canal	4.717802693158188e-05
Calf muscle hypertrophy	Sterile arthritis	0.07334658933369452
Loss of voice	Lattice retinal degeneration	4.63062709617351e-05
Coronary artery stenosis	Recurrent encephalopathy	4.433252921306609e-05
Cytochrome C oxidase-negative muscle fibers	Lacrimal duct stenosis	5.89446434538962e-05
Multiple joint contractures	Ampulla of Vater carcinoma	0.00011156653281398589
Decreased renal tubular phosphate excretion	Pretibial myxedema	4.1527089114850486e-05
Prominent nose	Left-to-right shunt	5.344453059754979e-05
Multiple pterygia	Hepatic bridging fibrosis	5.060226372522096e-05
Sulfite oxidase deficiency	Subcutaneous spheroids	4.433252921306609e-05
Prolonged QTc interval	Broad chin	5.4169703201459426e-05
Large tarsal bones	D-2-hydroxyglutaric aciduria	4.1527089114850486e-05
Bulbous nose	Overgrowth	7.556986874410929e-05
Long eyebrows	Isosexual precocious puberty	4.433252921306609e-05
Hashimoto thyroiditis	Hydromyelia	4.8463948876835354e-05
Cervical cord compression	Dislocation of toes	4.384100649655963e-05
Dandy-Walker malformation	Decreased circulating progesterone	5.543990558251901e-05
Impaired vibration sensation at ankles	EEG with central focal spikes	0.08466469588880489
EMG: myopathic abnormalities	Olivopontocerebellar hypoplasia	5.4830288020923946e-05
Limb ataxia	Caudal appendage	5.7339393780809814e-05
Acanthosis nigricans	Recurrent candida infections	5.5216373639454305e-05
Hypophosphatemic rickets	Systolic anterior motion of the mitral valve	4.8971417820076086e-05
Alveolar process hypoplasia	Third heart sound	8.650813128311028e-05
Sparse bone trabeculae	Axonal degeneration	5.5187717181913105e-05
Vacuolated lymphocytes	Increased HbA2 hemoglobin	0.24262194243872315
Obstructive sleep apnea	Cleft maxillary alveolus	0.00013441953914834377
Limited neck range of motion	Soft tissue swelling of interphalangeal joints	4.325406564155514e-05
Crowded maxillary incisors	Decreased lymphocyte proliferation in response to anti-CD3	4.384100649655963e-05
Basal ganglia calcification	Decreased lymphocyte proliferation in response to anti-CD3	5.6176457387584444e-05
Hypotelorism	Tracheoesophageal fistula	6.816604853656207e-05
Progressive night blindness	Low levels of vitamin D	4.9202003447767416e-05
Trophic limb changes	Lacrimal gland hypoplasia	4.325406564155514e-05
Photosensitive tonic-clonic seizure	Areas of hypopigmentation and hyperpigmentation that do not follow Blaschko lines	4.1527089114850486e-05
Renal salt wasting	Secretory IgA deficiency	0.1700747993084894
Iris coloboma	Hyperechogenic pancreas	5.6736828533670213e-05
Ventricular septal hypertrophy	Echolalia	5.6104982548184704e-05
Pulmonary artery vasoconstriction	Renal sodium wasting	4.1527089114850486e-05
Impaired convergence	Diffuse mesangial sclerosis	5.000878978756325e-05
Decreased Achilles reflex	Very low visual acuity	9.435605386316377e-05
Total intestinal aganglionosis	Recurrent opportunistic infections	4.513091349926087e-05
Skeletal myopathy	Hyperchloremic metabolic acidosis	4.5130913499260864e-05
Pancreatic hyperplasia	Cerebral visual impairment	5.395247933631802e-05
Bradykinesia	Exercise-induced muscle fatigue	5.2484059942904394e-05
Episodic metabolic acidosis	Femur fracture	4.7877152157943535e-05
Menorrhagia	Ankle weakness	0.00012890196686090094
Elevated amniotic fluid alpha-fetoprotein	Triangular tongue	4.1527089114850486e-05
Increased VLDL cholesterol concentration	Vitreous hemorrhage	5.1884974814677736e-05
Urinary hesitancy	Diffuse alveolar hemorrhage	4.63062709617351e-05
Polycystic liver disease	Mild conductive hearing impairment	9.435605386316377e-05
Agenesis of incisor	Increased fetal movement	4.8971417820076086e-05
Elevated circulating growth hormone concentration	Hypoalbuminemia	6.033450804103607e-05
Recurrent Serratia marcescens infections	Difficulty standing	4.9419676286838104e-05
Urinary urgency	Lacrimal gland hypoplasia	5.575766213599954e-05
Genu recurvatum	Anterior tibial bowing	0.21205344774921148
Generalized hypertrichosis	Hypoplasia of the fallopian tube	4.433252921306609e-05
Dilated third ventricle	Conjunctival icterus	4.384100649655963e-05
Impaired myocardial contractility	Recurrent cutaneous abscess formation	4.7178026931581885e-05
Supernumerary maxillary incisor	Small finger	4.1527089114850486e-05
Short femur	Unilateral vocal cord paralysis	4.803278487698834e-05
Late-onset distal muscle weakness	Lacrimal gland hypoplasia	4.63062709617351e-05
Decreased corneal reflex	Systolic anterior motion of the mitral valve	4.513091349926087e-05
Menorrhagia	Adrenal medullary hypoplasia	4.9312355433677e-05
Aggressive behavior	Dilation of Virchow-Robin spaces	0.11375588851691444
Caudal appendage	Hypometric horizontal saccades	4.325406564155514e-05
Intellectual disability, mild	2:1 atrioventricular block	5.9692857089358826e-05
Mastoiditis	Hypoplastic right heart	4.7877152157943535e-05
Uterus didelphys	Hyperechogenic kidneys	0.1992317417588161
Narrow forehead	Reduced dihydropyrimidine dehydrogenase level	5.83754181984074e-05
Avascular necrosis of the capital femoral epiphysis	Ureteral agenesis	4.94196762868381e-05
Restrictive behavior	Chorioretinal dystrophy	5.08325315417379e-05
Decreased activity of NADPH oxidase	Endocardial fibrosis	4.846394887683536e-05
Coronal hypospadias	Reduced radioactive iodine uptake	8.650813128311028e-05
Low-set, posteriorly rotated ears	Piebaldism	5.035839919835104e-05
Deficient excision of UV-induced pyrimidine dimers in DNA	Difficulty standing	5.018735786356822e-05
Anterior concavity of thoracic vertebrae	Congenital palmoplantar hyperkeratosis	4.5466147121112386e-05
White eyelashes	Increased serum serotonin	5.292067144038486e-05
Recurrent otitis media	Pituitary hypothyroidism	6.170349887518274e-05
White eyebrow	Post-vaccination polio	4.6048912897620735e-05
Dystrophic toenail	Early chronotype	5.139110160925746e-05
Fragile nails	Polymorphous posterior corneal dystrophy	4.754448578692532e-05
Elevated circulating creatinine concentration	Thickening of the tubular basement membrane	4.96259101477913e-05
Congenital generalized lipodystrophy	Posterior synechiae of the anterior chamber	4.433252921306609e-05
Reduced protein S activity	Congenital alveolar dysplasia	4.325406564155514e-05
Epicanthus inversus	Elevated right atrial pressure	4.676934355271362e-05
Obstructive sleep apnea	Predominantly dermal neutrophilic infiltrate	0.00013441953914834377
Follicular thyroid carcinoma	Persistent EBV viremia	4.6048912897620735e-05
Peripheral axonal atrophy	Common carotid artery aneurysm	4.325406564155514e-05
Absence of pectoralis minor muscle	Monostotic fibrous dysplasia	0.12785813621052597
Microscopic hematuria	Long nasal bridge	5.296668428055062e-05
Decreased circulating total IgA	Hurthle cell thyroid adenoma	4.2520165072717376e-05
Arthrogryposis multiplex congenita	Increased laxity of ankles	0.11936849960281837
Papilledema	Delayed ability to walk	7.125398534061077e-05
Posterior vitreous detachment	Avascular necrosis of the capital femoral epiphysis	5.08325315417379e-05
Mutism	Neutral hyperaminoaciduria	4.7365940235228194e-05
Alopecia universalis	Agenesis of pineal gland	4.697961363490384e-05
Complete atrioventricular canal defect	Inverted nipples	6.197785723846583e-05
Hypotelorism	Molybdenum cofactor deficiency	5.8561395291641315e-05
Malaligned carpal bone	Colpocephaly	4.754448578692532e-05
Small forehead	Intention tremor	6.148267600998088e-05
Axial dystonia	Asthenia	5.08325315417379e-05
Redundant neck skin	Congenital generalized lipodystrophy	4.787715215794353e-05
Short neck	Mixed demyelinating and axonal polyneuropathy	5.801762899912272e-05
Diplopia	Patent urachus	5.151997576365433e-05
Gingival hyperkeratosis	Inferior cerebellar vermis hypoplasia	4.787715215794353e-05
Central posterior corneal opacity	Inappropriate absence of fever	3.993272169545075e-05
Abnormal subcutaneous fat tissue distribution	Loud snoring	3.993272169545075e-05
Anterior radial head dislocation	Lip fissure	7.98654433909015e-05
Limited mobility of proximal interphalangeal joint	Moderate sensorineural hearing impairment	3.993272169545075e-05
Neurogenic bladder	Hypotelorism	7.017164232284243e-05
Pugilistic facies	Protruding ear	5.7224164935115654e-05
Valgus hand deformity	Congenital Horner syndrome	4.1527089114850486e-05
Centrally nucleated skeletal muscle fibers	Mandibular osteomyelitis	0.07793708434444081
Short chin	Patellar subluxation	5.6607690444732815e-05
Palmoplantar blistering	Anteverted ears	5.2221767511332274e-05
Apathy	Acral lentiginous melanoma	0.00012326148246825084
Juvenile cataract	Protracted diarrhea	4.697961363490384e-05
Maturity-onset diabetes of the young	Glomerulopathy	5.08325315417379e-05
Adrenal pheochromocytoma	Reduced hematocrit	4.433252921306609e-05
Relatively short spine	Internal carotid artery hypoplasia	4.1527089114850486e-05
Difficulty in tongue movements	Gastroschisis	4.63062709617351e-05
Lack of T cell function	Pulmonic valve myxoma	3.993272169545075e-05
Partial agenesis of the corpus callosum	Cone dystrophy	5.651980813194554e-05
Ureteropelvic junction obstruction	Pseudohypoaldosteronism	5.406232789246245e-05
Medullary thyroid carcinoma	Decreased activity of NADPH oxidase	4.63062709617351e-05
Facial myokymia	Pituitary resistance to thyroid hormone	0.1562423964585678
Acrocyanosis	Enlarged labia minora	4.8463948876835354e-05
Increased hematocrit	Nephroblastoma	5.7224164935115654e-05
Arteriosclerosis of small cerebral arteries	Redundant neck skin	4.787715215794353e-05
Neonatal hypoglycemia	Colonic diverticula	5.716561570063484e-05
Medial calcification of large arteries	Increased waist to hip ratio	4.1527089114850486e-05
