phenotype1	phenotype2	lin	cos
Generalized osteosclerosis	Abnormal response to ACTH stimulation test	4.63062709617351e-05	0.22193041
Loss of facial expression	Pectoralis hypoplasia	4.1527089114850486e-05	0.20915532
Vitreous hemorrhage	Oral-pharyngeal dysphagia	5.2731814525986136e-05	0.16072674
Attention deficit hyperactivity disorder	Elevated left ventricular end-diastolic diameter	5.560127284614295e-05	0.25718638
Diffuse leukoencephalopathy	Mild conductive hearing impairment	9.435605386316376e-05	0.28494942
Cerebral berry aneurysm	Rigors	9.719461910870474e-05	0.05770196
Alopecia universalis	Left posterior fascicular block	4.697961363490384e-05	0.11177528
Inflexible adherence to routines or rituals	Axial muscle stiffness	4.654557084673223e-05	0.15548314
Bilateral postaxial polydactyly	Macronodular cirrhosis	4.513091349926087e-05	0.10751548
Bile duct proliferation	Duodenal adenocarcinoma	0.1832109762207315	0.3935404
Increased spinal bone density	Atrophy of alveolar ridges	0.1810246862742803	0.25205162
Conjugated hyperbilirubinemia	Pulmonary valve defects	4.787715215794353e-05	0.24327222
Acrocyanosis	Gonadal dysgenesis, male	4.717802693158188e-05	0.1483549
Avascular necrosis of the capital femoral epiphysis	Automatic atrial tachycardia	0.0001152704755326	0.17228308
Chronic diarrhea	Extrapyramidal dyskinesia	5.831203983279596e-05	0.3110541
Elevated circulating thyroid-stimulating hormone concentration	Reticular pigmentary degeneration	4.8726132196001617e-05	0.069787584
Dysfunctional alternative complement pathway	Ovarian carcinoma	4.2520165072717376e-05	0.2732398
Heinz body anemia	Patellar aplasia	4.717802693158188e-05	0.14809199
Absent nasal bridge	Reduced factor IX activity	4.846394887683536e-05	0.12274788
Intermittent thrombocytopenia	Demyelinating motor neuropathy	4.7877152157943535e-05	0.1961607
Torsade de pointes	Internal tibial torsion	4.8726132196001617e-05	0.38319367
Palmoplantar hyperhidrosis	Glucocortocoid-insensitive primary hyperaldosteronism	0.0001087550021421	0.2890669
Propionyl-CoA carboxylase deficiency	Hurthle cell thyroid adenoma	4.1527089114850486e-05	0.19217163
Hammertoe	Spoken word recognition deficit	0.000140949133757	0.096862584
Spastic tetraplegia	Short humerus	0.107603317214791	0.29828313
Ureterocele	Hemoptysis	5.194293364576683e-05	0.30614161
Patent foramen ovale	Pericardial constriction	0.2859305321730209	0.3514401
Pulmonary valve defects	Tendon thickening	7.98654433909015e-05	0.1324874
Pyoderma	Calcification of falx cerebri	4.7877152157943535e-05	0.06154938
Dysfunction of lateral corticospinal tracts	Otitis media with effusion	7.98654433909015e-05	0.25874037
Horizontal pendular nystagmus	Myoclonic tremor	4.577027209409902e-05	0.34358418
Cerebral hypomyelination	Late spermatogenesis maturation arrest	4.63062709617351e-05	0.24607489
Retinal arteriolar tortuosity	Patellar hypoplasia	5.08325315417379e-05	0.17469323
Hypertensive retinopathy	Impaired clot retraction	4.433252921306609e-05	0.2146159
Easy fatigability	Fixed elbow flexion	0.0741764033344612	0.28527087
Metatarsus adductus	Hyperfibrinogenemia	5.027377610626894e-05	0.102754876
Hamstring contractures	Prolonged QRS complex	4.94196762868381e-05	0.18636851
Diaphragmatic paralysis	Decreased body mass index	4.384100649655963e-05	0.21421191
Block vertebrae	Recurrent mandibular subluxations	0.2562357559138757	0.18302524
Neuropathic arthropathy	Focal pancreatic islet hyperplasia	8.650813128311028e-05	0.19315435
Numerous nevi	Corneal astigmatism	4.546614712111239e-05	0.22703117
Electronegative electroretinogram	Thyroid follicular hyperplasia	4.384100649655963e-05	0.10938314
Thigh hypertrophy	Esophageal ulceration	4.433252921306609e-05	0.17918822
Decreased light- and dark-adapted electroretinogram amplitude	Complete atrioventricular canal defect	5.7617209560429374e-05	0.26562452
Deficiency of N-acetylglucosamine-1-phosphotransferase	Narrow palm	4.754448578692532e-05	0.09921483
Joint swelling	Nail pits	5.53849488235464e-05	0.20942965
Severe short stature	Retinitis	5.585931832960455e-05	0.098878995
Micronodular cirrhosis	Rickets of the lower limbs	4.63062709617351e-05	0.20538126
Absence of Stensen duct	Tegumentary leishmaniasis susceptibility	4.2520165072717376e-05	0.09893402
Parathyroid carcinoma	Glaucomatous visual field defect	4.433252921306609e-05	0.1772892
Dandy-Walker malformation	Peripheral retinal atrophy	5.856139529164133e-05	0.22973871
Severe failure to thrive	Spontaneous, recurrent epistaxis	5.018735786356822e-05	0.0660567
Talipes equinovalgus	Pulmonary artery hypoplasia	5.164509580017892e-05	0.1974007
Absent humerus	Decreased FasL-mediated apoptosis	7.98654433909015e-05	0.18284185
Short humerus	Gonadal hypoplasia	4.96259101477913e-05	0.35188308
Impaired myocardial contractility	Premature thelarche	4.7877152157943535e-05	0.009056562
Brisk reflexes	Arm dystonia	0.244757368458107	0.2630507
Intervertebral disk calcification	Acephalic spermatozoa	4.697961363490384e-05	0.063701294
Pseudobulbar behavioral symptoms	Decreased serum complement C3	4.818212141725109e-05	0.199851
Rectovaginal fistula	Posterior pharyngeal cleft	4.787715215794353e-05	0.22693607
EEG with polyspike wave complexes	Cervical C5/C6 vertebrae fusion	4.9202003447767416e-05	0.020288322
Large central visual field defect	Decreased antimullerian hormone level	9.719461910870474e-05	0.13378525
Medial deviation of the foot	Common atrium	4.6048912897620735e-05	0.07345963
Communicating hydrocephalus	Duplication of renal pelvis	4.577027209409902e-05	0.29076824
Macular hyperpigmented dermopathy	Decreased serum complement C4b	3.993272169545075e-05	0.12183003
Enlargement of the ankles	Bilateral conductive hearing impairment	5.08325315417379e-05	0.1647417
Chronic pancreatitis	Pyoderma gangrenosum	4.697961363490384e-05	0.3094719
Cerebral venous thrombosis	Trachyonychia	4.754448578692532e-05	0.10680906
Small for gestational age	Hematochezia	7.1681702335476e-05	0.13703655
Gastrointestinal angiodysplasia	Red hair	4.754448578692532e-05	0.03111989
Albinism	Negative affectivity	0.0001257947151053	0.1150254
Megalocornea	Progressive distal muscle weakness	5.200013425095543e-05	0.09681458
Genital ulcers	Pink urine	0.1505478735285371	0.11241133
Polydipsia	Broad femoral head	0.0001249717480325	0.14388113
Platelet antibody positive	Skin detachment	9.093229424222476e-05	0.08701177
Euthyroid hyperthyroxinemia	Wrist drop	4.717802693158189e-05	0.042468615
Bilateral camptodactyly	Perifolliculitis	4.546614712111239e-05	0.037671044
Posterior embryotoxon	Moderate postnatal growth retardation	4.676934355271362e-05	0.2433622
Septic arthritis	Decreased patellar reflex	4.846394887683536e-05	0.18967888
Natal tooth	Adrenocorticotropic hormone excess	5.1884974814677736e-05	0.101034425
Portal fibrosis	Alien limb phenomenon	0.0001115665328139	0.07018622
Hypoplasia of facial musculature	Decreased female libido	7.98654433909015e-05	0.1749661
Thin skin	Renovascular hypertension	5.473673448072085e-05	0.00012794789
Glenoid fossa hypoplasia	Delayed onset bleeding	9.093229424222476e-05	0.12905279
Malignant eosinophil proliferation	Punctal stenosis	7.98654433909015e-05	0.21063736
Thyroid hypoplasia	Rapid neurologic deterioration	4.433252921306609e-05	0.18018642
Ureteropelvic junction obstruction	Synovial hypertrophy	4.717802693158188e-05	0.25480485
Depressed nasal bridge	Choroidal hemangioma	6.0163039122678783e-05	0.078504816
Odontodysplasia	Increased overbite	0.3107689758629889	0.18982601
Sudden episodic apnea	Nocturnal seizures	4.717802693158188e-05	0.288743
Hypermagnesemia	Progressive ptosis	4.325406564155514e-05	0.1165924
Uterine prolapse	Lung abscess	4.513091349926087e-05	0.2638999
Agoraphobia	Impaired oropharyngeal swallow response	0.0811437666458191	0.16326664
Hyperpigmented nevi	Laryngeal edema	4.2520165072717376e-05	0.195917
Nephronophthisis	Increased neutrophil mitochondria	5.027377610626894e-05	0.2545144
Late-onset spinocerebellar degeneration	Gait apraxia	0.0651148122050277	0.26063386
Progressive hyperpigmentation	Asteroid hyalosis	4.2520165072717376e-05	0.26860362
Gallbladder dysfunction	Avascular necrosis of the capital femoral epiphysis	4.717802693158188e-05	0.0711128
Equinovarus deformity	Congenital sensorineural hearing impairment	5.391529164214544e-05	0.23052944
Increased facial adipose tissue	Degeneration of the lateral corticospinal tracts	4.846394887683536e-05	-0.03564149
Sprengel anomaly	Optic disc hypoplasia	5.460915002756528e-05	0.26037425
Decreased platelet glycoprotein IIb-IIIa	Aplasia of the olfactory bulb	4.63062709617351e-05	0.2761988
Refractory anemia with ringed sideroblasts	Acute necrotizing encephalopathy	4.2520165072717376e-05	0.27054876
Optic disc coloboma	Progressive joint destruction	4.787715215794353e-05	0.2554402
Pulmonary hypoplasia	Bilateral renal atrophy	5.37248383520005e-05	0.48075467
Eruptive xanthomas	Abnormal liver function tests during pregnancy	4.513091349926087e-05	0.16593142
Congenital conductive hearing impairment	Opsoclonus	4.433252921306609e-05	0.18505673
Brisk reflexes	Recurrent infections in infancy and early childhood	5.492209511851602e-05	0.20828235
Intrahepatic biliary atresia	Hypoplasia of the midbrain	4.325406564155514e-05	0.35966653
Nephronophthisis	Aortic rupture	5.282722589173775e-05	0.14231367
Hypoplasia of the capital femoral epiphysis	Fluctuations in consciousness	4.697961363490384e-05	0.052406207
Flattened femoral head	Mesenteric venous thrombosis	4.1527089114850486e-05	0.19325772
Perineal hypospadias	Macronodular cirrhosis	4.846394887683536e-05	0.029118406
Cartilaginous ossification of larynx	Argininosuccinic aciduria	4.1527089114850486e-05	0.061476838
Sensorimotor neuropathy	Unilateral facial palsy	0.101753108024777	0.37927094
Inflexible adherence to routines or rituals	Pancreatic hypoplasia	5.467335855409396e-05	0.0451895
Neonatal alloimmune thrombocytopenia	Necrotizing enterocolitis	9.719461910870474e-05	0.36855578
Thenar muscle weakness	Pancreatic adenocarcinoma	4.859730955435237e-05	0.11557754
Spontaneous hematomas	Generalized neonatal hypotonia	4.9202003447767416e-05	0.17883596
Volvulus	Dislocation of toes	4.577027209409902e-05	0.21211351
Deep anterior chamber	Palatal tremor	4.433252921306609e-05	0.07344805
Hypersplenism	Agenesis of incisor	5.406232789246244e-05	0.037528675
Hypotelorism	Increased hemoglobin	6.429946436946641e-05	0.19788459
Megacystis	Aortic valve stenosis	6.089414319180311e-05	0.12175162
Eczematoid dermatitis	Cryoglobulinemia	0.2418272645531865	0.2583403
Vertebral compression fracture	Episodic flaccid weakness	0.0763309251452313	0.3585908
Intellectual disability, progressive	Limb apraxia	0.4584207803900099	0.27491775
Alternating esotropia	Arteriosclerosis of small cerebral arteries	4.475678658742209e-05	0.07271063
Limited elbow flexion/extension	Mildly elevated creatine kinase	5.1121044803246014e-05	0.25908586
Arthralgia of the hip	Femoral spur	0.3736607437141492	0.3608388
Hyperkeratosis with erythema	Reduced muscle fiber merosin	7.98654433909015e-05	0.09768155
Chorioretinal dystrophy	Prune belly	4.846394887683536e-05	0.16074875
Abnormal lower motor neuron morphology	Aplasia of the nasal bone	5.035839919835104e-05	0.20221597
Parkinsonism with favorable response to dopaminergic medication	Deep cerebral white matter hyperintensities	0.1807450396133563	0.18359591
Petechiae	Autophagic vacuoles	5.5574733297619966e-05	0.20831403
Optic nerve dysplasia	Abnormal mitochondria in muscle tissue	4.676934355271362e-05	0.3393076
Diabetic ketoacidosis	Perianal abscess	5.2221767511332274e-05	0.15290073
Low-set, posteriorly rotated ears	Brainstem dysplasia	5.292067144038486e-05	0.41660246
Hypoplastic left heart	Acute myelomonocytic leukemia	4.972512993112043e-05	0.30216992
Persistence of primary teeth	Distal tapering femur	4.771461865001634e-05	-0.017527372
Pulmonary hypoplasia	Fractured radius	5.37248383520005e-05	0.25649047
Pancreatic calcification	Recurrent infections in infancy and early childhood	4.325406564155514e-05	0.09568356
Paroxysmal nocturnal hemoglobinuria	Uncontrolled eye movements	4.2520165072717376e-05	0.2972267
Central diabetes insipidus	Pineal cyst	0.2971194645055248	0.24344829
Rectovaginal fistula	Ovarian carcinoma	0.5370960949690393	0.32068893
Reduced dihydropyrimidine dehydrogenase level	Congenital nonbullous ichthyosiform erythroderma	5.0522571453449456e-05	0.30353627
Broad philtrum	Scaphocephaly	0.1407140741271594	0.17573898
Emotional lability	Internal tibial torsion	5.360675626316975e-05	0.1327121
Anisopoikilocytosis	Hypovolemia	9.964387059618608e-05	0.34301198
Frontal balding	Decreased activity of mitochondrial complex I	5.590939918464902e-05	0.021488525
Emotional lability	Inferior cerebellar vermis hypoplasia	0.0954825099191064	0.12042895
Chronic bronchitis	Congenital foot contractures	5.0522571453449456e-05	0.32298356
Increased circulating renin level	Medial rotation of the medial malleolus	4.63062709617351e-05	0.2489421
Pseudohypoparathyroidism	Reticular hyperpigmentation	5.164509580017892e-05	0.31500933
Wide pubic symphysis	Limb myoclonus	4.513091349926087e-05	0.1796625
Accumulation of melanosomes in melanocytes	Limited elbow extension and supination	4.433252921306609e-05	0.07287612
Urinary urgency	Necrotizing myopathy	5.035839919835104e-05	0.131609
Emotional lability	Unconjugated hyperbilirubinemia	6.184657022500364e-05	0.22713852
Nonimmune hydrops fetalis	Type D brachydactyly	5.151997576365433e-05	0.15430807
Oral ulcer	Chronic monilial nail infection	5.035839919835104e-05	0.16970181
Fragile nails	Aldehyde oxidase deficiency	4.754448578692532e-05	0.11008698
Glyoxalase deficiency	Recurrent bronchopulmonary infections	4.676934355271362e-05	0.0870619
Rheumatoid factor positive	Intimal thickening in the coronary arteries	4.546614712111239e-05	0.24488485
Intermittent jaundice	Increased proportion of transitional B cells	4.63062709617351e-05	0.16726542
Broad skull	Madelung deformity	0.1066898116909282	0.19236307
Basilar impression	Moderately reduced visual acuity	4.577027209409902e-05	0.21958908
White eyebrow	Decreased methylcobalamin	5.258480685017681e-05	0.21520756
Nail pits	Mongolian blue spot	0.1460729505008192	0.22577478
Hyperprolinemia	Unilateral vocal cord paresis	4.577027209409902e-05	0.2519968
Peripheral visual field loss	Reduced brain N-acetyl aspartate level by MRS	5.629343671776879e-05	0.16401581
Small placenta	Small proximal tibial epiphyses	4.1527089114850486e-05	0.39034036
Decreased circulating ACTH level	Decreased glucose-6-phosphate dehydrogenase level in blood	4.384100649655963e-05	0.38256556
Beta-cell dysfunction	Unilateral renal dysplasia	4.1527089114850486e-05	0.35152692
Hallux varus	Hypothalamic hypothyroidism	4.433252921306609e-05	0.06683314
Pulmonary arteriovenous malformation	Diaphragmatic paralysis	4.859730955435237e-05	0.24719214
Generalized anhidrosis	Elevated hepcidin level	3.993272169545075e-05	0.15610774
Jejunal atresia	Compensated hypothyroidism	5.018735786356822e-05	0.12700552
Primary amenorrhea	Acephalic spermatozoa	0.3090408835326648	0.23375323
Humeral pseudarthrosis	Ovotestis	9.719461910870474e-05	0.024414469
Tapered finger	Congenital conductive hearing impairment	5.748932148775545e-05	0.041728035
Agoraphobia	Bronchoconstriction	4.433252921306609e-05	0.19037943
Nonimmune hydrops fetalis	Atypical pulmonary carcinoid tumor	0.0001273830175067	0.28907862
Amelogenesis imperfecta	Increased red blood cell count	0.0001324429537616	-0.02797214
Lateral displacement of the femoral head	Coronal hypospadias	4.1527089114850486e-05	0.23199697
Broad palm	Longitudinal vaginal septum	5.232854831112207e-05	0.04698331
Choroid plexus cyst	Skin detachment	0.0001072135125263	0.083159335
Downturned corners of mouth	Blue cone monochromacy	5.434348495495776e-05	0.08906511
Pseudopapilledema	Scapular winging	5.748932148775545e-05	0.06938657
Male hypogonadism	Hypoplasia of the epiglottis	5.292067144038486e-05	0.37210912
Hypoplastic nipples	Abnormal putamen morphology	4.96259101477913e-05	0.24278209
Hyperinsulinemic hypoglycemia	Focal hypointensity of cerebral white matter on MRI	0.0001102014917067	0.17472365
Focal segmental glomerulosclerosis	Recurrent Serratia marcescens infections	5.6607690444732815e-05	0.13849685
Epicanthus inversus	Onycholysis of distal fingernails	5.035839919835104e-05	-0.0016749562
Onychogryposis of toenails	Jaw hyperreflexia	4.577027209409902e-05	0.19455951
Elevated creatine kinase after exercise	Decreased body mass index	7.98654433909015e-05	0.11626675
